#Acq. time (s)=	1
#Accumulations=	1
#Range (eV)=	2...1
#Windows=	11
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS_LWD
#Grating=	600 (500nm)
#ND Filter=	1%
#Laser=	442nm_Notch
#Hole=	150.001
#Range=	Visible
#Project=	Paty
#Sample=	
#Site=	15-06-22
#Title=	CdSe1
#Remark=	
#Date=	15.06.2022 20:53
#Acquired=	15.06.2022 20:53:42
2.74975	26
2.74943	22
2.74911	30
2.74879	24
2.74847	26
2.74814	28
2.74782	40
2.7475	24
2.74718	28
2.74686	28
2.74654	24
2.74621	32
2.74589	28
2.74557	26
2.74525	26
2.74493	30
2.74461	30
2.74429	28
2.74397	28
2.74365	26
2.74332	24
2.743	36
2.74268	30
2.74236	28
2.74204	22
2.74172	22
2.7414	34
2.74108	28
2.74076	30
2.74044	32
2.74012	20
2.7398	26
2.73948	26
2.73916	24
2.73884	32
2.73852	26
2.7382	36
2.73788	22
2.73756	26
2.73725	28
2.73693	30
2.73661	32
2.73629	28
2.73597	32
2.73565	28
2.73533	30
2.73501	26
2.73469	26
2.73438	28
2.73406	32
2.73374	34
2.73342	28
2.7331	20
2.73278	28
2.73247	24
2.73215	26
2.73183	34
2.73151	30
2.73119	22
2.73088	30
2.73056	34
2.73024	32
2.72992	28
2.72961	28
2.72929	24
2.72897	40
2.72865	36
2.72834	30
2.72802	36
2.7277	30
2.72739	30
2.72707	32
2.72675	32
2.72643	38
2.72612	30
2.7258	24
2.72549	28
2.72517	32
2.72485	30
2.72454	28
2.72422	26
2.7239	26
2.72359	24
2.72327	30
2.72296	28
2.72264	30
2.72232	30
2.72201	30
2.72169	32
2.72138	32
2.72106	34
2.72075	28
2.72043	36
2.72012	26
2.7198	26
2.71949	28
2.71917	40
2.71886	26
2.71854	30
2.71823	24
2.71791	34
2.7176	32
2.71728	26
2.71697	32
2.71665	34
2.71634	28
2.71603	26
2.71571	30
2.7154	36
2.71508	30
2.71477	30
2.71446	30
2.71414	32
2.71383	30
2.71352	34
2.7132	30
2.71289	34
2.71257	26
2.71226	30
2.71195	30
2.71163	34
2.71132	28
2.71101	26
2.7107	32
2.71038	30
2.71007	30
2.70976	30
2.70944	32
2.70913	38
2.70882	26
2.70851	18
2.70819	32
2.70788	34
2.70757	26
2.70726	38
2.70695	28
2.70663	30
2.70632	26
2.70601	32
2.7057	32
2.70539	28
2.70508	28
2.70476	36
2.70445	30
2.70414	24
2.70383	42
2.70352	42
2.70321	32
2.7029	34
2.70259	34
2.70227	36
2.70196	36
2.70165	34
2.70134	30
2.70103	30
2.70072	30
2.70041	32
2.7001	36
2.69979	24
2.69948	28
2.69917	30
2.69886	34
2.69855	32
2.69824	34
2.69793	34
2.69762	32
2.69731	30
2.697	30
2.69669	42
2.69638	32
2.69607	34
2.69576	28
2.69545	30
2.69514	34
2.69483	36
2.69452	28
2.69422	34
2.69391	30
2.6936	38
2.69329	34
2.69298	38
2.69267	34
2.69236	34
2.69205	32
2.69175	30
2.69144	34
2.69113	36
2.69082	32
2.69051	36
2.6902	38
2.6899	34
2.68959	22
2.68928	34
2.68897	34
2.68867	32
2.68836	30
2.68805	24
2.68774	30
2.68744	30
2.68713	40
2.68682	26
2.68651	40
2.68621	30
2.6859	26
2.68559	36
2.68529	38
2.68498	26
2.68467	32
2.68436	34
2.68406	32
2.68375	30
2.68344	32
2.68314	30
2.68283	40
2.68253	36
2.68222	30
2.68191	36
2.68161	38
2.6813	38
2.681	36
2.68069	36
2.68038	40
2.68008	34
2.67977	30
2.67947	32
2.67916	28
2.67886	30
2.67855	34
2.67825	36
2.67794	32
2.67764	28
2.67733	32
2.67703	38
2.67672	28
2.67642	38
2.67611	42
2.67581	36
2.6755	24
2.6752	38
2.67489	34
2.67459	32
2.67428	32
2.67398	30
2.67368	32
2.67337	36
2.67307	32
2.67276	26
2.67246	30
2.67216	28
2.67185	28
2.67155	38
2.67124	34
2.67094	36
2.67064	36
2.67033	38
2.67003	44
2.66973	40
2.66942	34
2.66912	34
2.66882	34
2.66851	36
2.66821	34
2.66791	32
2.66761	40
2.6673	38
2.667	30
2.6667	32
2.6664	30
2.66609	34
2.66579	30
2.66549	38
2.66519	34
2.66488	34
2.66458	40
2.66428	28
2.66398	34
2.66368	42
2.66337	34
2.66307	32
2.66277	38
2.66247	30
2.66217	34
2.66187	32
2.66157	28
2.66126	34
2.66096	34
2.66066	36
2.66036	40
2.66006	34
2.65976	40
2.65946	42
2.65916	40
2.65886	32
2.65856	36
2.65826	38
2.65795	30
2.65765	32
2.65735	38
2.65705	44
2.65675	36
2.65645	40
2.65615	42
2.65585	34
2.65555	26
2.65525	38
2.65495	42
2.65465	38
2.65435	38
2.65405	38
2.65375	42
2.65346	38
2.65316	40
2.65286	32
2.65256	38
2.65226	44
2.65196	40
2.65166	38
2.65136	36
2.65106	34
2.65076	40
2.65046	42
2.65017	36
2.64987	34
2.64957	32
2.64927	34
2.64897	40
2.64867	36
2.64838	40
2.64808	44
2.64778	32
2.64748	36
2.64718	30
2.64688	38
2.64659	32
2.64629	38
2.64599	34
2.64569	40
2.6454	38
2.6451	46
2.6448	42
2.6445	34
2.64421	38
2.64391	32
2.64361	40
2.64331	40
2.64302	38
2.64272	34
2.64242	32
